Id,StateAbbr,AttorneyUno,City,County,StateName,PostalCode,CreatedUtc
8275,WI,CE608CAA-3225-491A-B9CF-BEE2A4C22E4A,Shorewood,Milwaukee,Wisconsin,53211,"2020-03-26 16:39:31"
8276,NY,31BD6811-AC50-4338-967B-E65EECEBA375,N/A,Kings,"New York",11220,"2020-12-16 22:53:25"
8277,NC,0F4B8F97-D61B-4730-908C-EAF7BE029BFD,Winston-salem,Forsyth,"North Carolina",27103,"2020-09-28 18:10:49"
8278,NY,EF9E2253-46DB-4418-A3F7-BB0511F58431,HILTON,Monroe,"New York",14468,"2020-12-17 15:39:41"
8279,NY,10DF9073-97B6-4C49-8525-F8D7CA1F4D2A,BUFFALO,Erie,"New York",14226,"2020-12-17 20:18:25"
8280,SC,21CD86A7-0206-4237-A893-0540178F9AEE,Cayce,Lexington,"South Carolina",29033,"2017-10-11 17:54:45"
8281,IL,A4DEDE0B-328E-4B55-88CC-1CE42FA80108,Chicago,Cook,Illinois,60601,"2018-10-18 15:47:42"
8282,IL,FC74A158-5786-4C7E-96B1-02DC48B27D5D,Chicago,Cook,Illinois,60603,"2018-10-18 16:30:05"
8283,WI,F906244A-89E8-4318-ACFA-B355369EFCB3,"Green Bay",Brown,Wisconsin,54301,"2020-03-27 17:45:43"
8284,TX,60EA03B0-9AAC-47F7-896C-8EC5B7AB85D4,Houston,Harris,Texas,77002,"2018-04-30 20:27:21"
8285,IL,FE10766D-1151-4EC9-8875-01D49C318448,Chicago,Cook,Illinois,60611,"2018-10-19 12:47:25"
8286,NE,75CF7E50-AEFD-46FC-9DB5-163E06A73792,Omaha,Douglas,Nebraska,68124,"2021-07-06 19:54:51"
8287,NY,9960D1D7-C768-4B5B-B4A6-4119B873E119,N/A,"New York","New York",08836,"2020-12-20 18:15:49"
8288,SC,E972FFBA-8C4F-4414-A514-4223CAD63938,Columbia,Berkeley,"South Carolina",29201,"2017-10-13 19:13:10"
8289,WI,14B13120-5F1F-4D77-945D-0FA0C8277D85,"Whitefish Bay",Milwaukee,Wisconsin,53217,"2020-03-30 16:12:46"
8290,NY,33AEEA27-A4B9-4799-B43C-B6983EFC49DB,Rochester,Monroe,"New York",14604,"2020-12-21 16:59:21"
8291,WI,ABF5B52F-20C5-42A8-99BA-9BE56A980610,MILWAUKEE,Milwaukee,Wisconsin,53202,"2020-03-31 22:07:22"
8292,IL,045DCF9F-3502-483F-81BE-1D52BB021B32,Chicago,Cook,Illinois,60602,"2018-10-22 17:38:57"
8293,IL,8AD31A43-D48D-4D57-AE07-FF6DB7803146,Chicago,Cook,Illinois,60622,"2018-10-22 17:55:53"
8294,IL,4675388E-6EFE-43FE-99E7-F12FBE4D2179,Chicago,Cook,Illinois,60661,"2018-10-23 16:46:20"
8295,WI,025E19C8-3A04-4A0E-96CF-20DFFFF970D1,Milwaukee,Milwaukee,Wisconsin,53204,"2020-04-01 18:33:24"
8296,IL,BF60894D-5B9F-4995-951A-39FCA48EE761,Chicago,Cook,Illinois,60193,"2018-10-23 18:18:09"
8297,WI,CD6204CB-4DB8-4D9B-8967-5C4890F0D565,Milwaukee,Milwaukee,Wisconsin,53227,"2020-04-01 21:43:51"
8298,IL,08E9B663-16A1-4B2D-B6FF-EA348BA7903A,Chicago,Cook,Illinois,60661,"2018-10-23 19:02:25"
8299,NE,83356CF6-34A9-495B-A765-700D5B4D7B7F,"Grand island",Hall,Nebraska,68801,"2021-07-15 14:55:13"
8300,IL,3A51C3AB-CCA8-41A9-939D-A8E13F143946,Chicago,Cook,Illinois,60661,"2018-10-23 19:13:07"
8301,WI,FE29897B-2EF6-4C55-8D82-47D37D9AAC4F,Madison,Dane,Wisconsin,53703,"2020-04-01 22:34:16"
8302,IL,7CF1C2E9-DA7C-4224-B51A-C55AF22B152E,Chicago,Cook,Illinois,60661,"2018-10-23 19:15:01"
8303,IL,3512FD13-FF1D-40DA-B832-1E1781CBD7FC,Chicago,Cook,Illinois,60610,"2018-10-23 19:43:15"
8304,NE,996CA6F3-5403-448F-B54A-77C8E7FE609A,Lincoln,Lancaster,Nebraska,68583,"2021-07-15 19:34:23"
8305,MA,2752D8B1-FD58-4456-BAB1-BDB5C5B006DF,Springfield,Hampden,Massachusetts,01111,"2019-04-04 18:29:40"
8306,MA,BE48FABD-C8AC-4263-BD83-F782C0159C72,Springfield,Norfolk,Massachusetts,01111,"2019-04-05 13:07:10"
8307,IL,08162FAE-961D-4AAE-88F7-99255388AC02,CHICAGO,Cook,Illinois,60661,"2018-10-24 18:53:05"
8308,MA,E0C10896-3CFD-4101-A7CB-0DF627AA254C,Springfield,Hampden,Massachusetts,00001,"2019-04-05 17:11:43"
8309,LA,8917C28D-9E3B-48C5-AA68-C937A8FADA2F,"New Orleans","Orleans Parish",Louisiana,70122,"2021-05-11 03:01:29"
8310,CA,332D256C-CC18-4305-943B-E8F04F4BF068,Oakland,Alameda,California,94607,"2021-07-16 20:08:53"
8311,NY,9257E140-E48F-4A61-9CF2-FE616F60082C,"New York","New York","New York",10281,"2020-12-28 21:42:26"
8312,MA,70589393-15B9-4A72-BE9B-2DBEBEDFF4E5,Boston,Suffolk,Massachusetts,02111,"2019-04-08 16:00:25"
8313,NY,F63881E6-8FF9-4B18-B09A-41796AB7D4EA,"New York","New York","New York",10020,"2020-12-29 15:41:18"
8314,WI,F26DC2D2-47E8-4DF6-982A-A072438EF8EB,Appleton,Outagamie,Wisconsin,54913,"2020-04-06 13:47:33"
8315,NY,FCBF5A6B-9EE0-4309-8910-BEF027994787,Albany,"New York","New York",12207,"2020-12-29 18:26:09"
8316,MO,8631D274-E9BA-41A4-8503-73B59572E28B,Louisville,"St. Louis",Missouri,40245,"2019-10-14 17:49:15"
8317,MA,558DD185-E51E-4750-907D-30912BB2E03D,Springfield,Hampden,Massachusetts,01111,"2019-04-09 16:06:08"
8318,TX,7EB70AC3-9C98-45CC-A2D4-55B00559EEDB,Houston,Harris,Texas,77008,"2018-05-04 13:57:43"
8319,IL,515A1072-C431-403B-997B-D51FE49FF794,Wheaton,DuPage,Illinois,60187,"2018-10-27 01:16:09"
8320,TX,813F4C6A-04D4-4455-9E63-8C5A4BB3DE71,"San Antonio",Bexar,Texas,78205,"2018-05-04 18:59:19"
8321,MA,CE231331-BE22-4C7B-9EFE-6F024E297C9F,Springfiled,Hampden,Massachusetts,01111,"2019-04-10 17:51:01"
8322,NE,9DE5DE2F-D319-49FD-A040-B276A6C94DE6,Omaha,Douglas,Nebraska,68102,"2021-07-29 17:21:20"
8323,NY,B0A336E4-9767-47C6-B054-546F98D0EDA3,Buffalo,Erie,"New York",14202,"2020-12-31 15:07:37"
8324,NC,19943F15-CA53-4166-A94C-5BE1EDDA276D,Durham,Durham,"North Carolina",27701,"2020-10-11 14:57:08"
8325,MO,35051C36-443E-46B9-9902-440CC0A5E0ED,"Saint Louis","St. Louis city",Missouri,63102,"2019-10-19 21:56:16"
8326,IL,FF01A076-CC20-4EBD-ACC0-86AE0B668A90,Chicago,Cook,Illinois,60606,"2018-10-31 02:42:33"
8327,IL,BB04C78B-7849-4B5D-BFA4-29873F7D06E1,CHICAGO,Cook,Illinois,60601,"2018-10-31 16:08:16"
8328,IL,9B153589-1961-4AC2-8729-3BD4AD1D6938,Chicago,Cook,Illinois,60605,"2018-10-31 16:16:26"
8329,MO,C7F42EFF-2DD4-41FC-9667-9211944E8B6B,"Jefferson City",Cole,Missouri,65101,"2019-10-21 18:51:09"
8330,MO,37085CC7-A79B-4CD9-ABD9-ABE492710DD9,"Jefferson City",Cole,Missouri,65101,"2019-10-21 18:53:38"
8331,MO,45431B83-F9A7-4389-99B1-41AD739EF0DC,"Jefferson City",Cole,Missouri,65101,"2019-10-21 18:57:36"
8332,FL,C50649FD-9E1D-4EAC-9688-448D8EBB1956,Jacksonville,Duval,Florida,32224,"2018-09-17 17:40:09"
8333,MO,E651A94A-40F4-4FD2-9084-76C56BA64C1B,Springfield,Greene,Missouri,65806,"2019-10-21 19:03:19"
8334,MO,CBA82D90-2A2F-42ED-9FE3-0FC33CC206CA,"Kansas City",Jackson,Missouri,64112,"2019-10-21 19:07:54"
8335,MO,1E0F4151-75D6-4913-8A25-D223D0D2E22E,"Kansas City",Jackson,Missouri,64112,"2019-10-21 19:11:25"
8336,MO,E0C685E6-3EDA-4E36-B4AD-20A7D264FCAE,"Kansas City",Jackson,Missouri,64112,"2019-10-21 19:14:51"
8337,MO,1EFF79A8-A2E2-47D0-855C-BC952AB79BCA,"Kansas City",Jackson,Missouri,64112,"2019-10-21 19:16:48"
8338,MO,53BDE799-AFC8-48CE-A119-41699091F980,"Kansas City",Jackson,Missouri,64112,"2019-10-21 19:19:23"
8339,MO,876B9B33-9681-4666-93B3-ECD9071539CA,"Kansas City",Jackson,Missouri,64112,"2019-10-21 19:21:58"
8340,FL,4ACA4133-EF52-40B0-8C31-762C6D3E979C,Jacksonville,Duval,Florida,32224,"2018-09-17 18:05:36"
8341,MO,9A62A422-41D6-4FFB-95A4-3C17FF112D7C,"Kansas City",Jackson,Missouri,64112,"2019-10-21 19:24:22"
8342,MO,BC5CE15C-7C49-46E6-A561-D4F7D887AF43,"Kansas City",Jackson,Missouri,64112,"2019-10-21 19:28:11"
8343,MO,1184B284-AD2B-48B0-A232-1E105B07E10A,"Kansas City",Jackson,Missouri,64112,"2019-10-21 19:29:53"
8344,MO,2907498F-88EA-4FDC-89BE-73385A0D5D93,"Kansas City",Jackson,Missouri,64112,"2019-10-21 19:31:40"
8345,MO,DA93107A-0F8E-425B-9D22-FC95B62721A8,"Kansas City",Jackson,Missouri,64112,"2019-10-21 19:33:29"
8346,MO,43EBD8AA-07F7-4098-B2DB-126D948C2FF8,"Kansas City",Jackson,Missouri,64112,"2019-10-21 19:35:13"
8347,MO,BA057661-E2CF-4E94-BF08-1742DF3427C8,"Kansas City",Jackson,Missouri,64112,"2019-10-21 19:37:24"
8348,MO,F3D676A1-44C2-43AB-9944-3AFAFB83B28F,"St. Louis","St. Louis",Missouri,63105,"2019-10-21 19:45:07"
8349,MO,E6335D93-2EDB-418F-8A46-28C156661CF1,"St. Louis","St. Louis",Missouri,63105,"2019-10-21 19:47:21"
8350,MO,85AEE982-8CC1-4EB3-A091-A20E42542438,"St. Louis","St. Louis",Missouri,63105,"2019-10-21 20:07:16"
8351,MO,5A5EBB2F-D6FF-460D-ACD6-05640C3DD6AF,"St. Louis","St. Louis",Missouri,63105,"2019-10-21 20:09:21"
8352,MO,A2E51935-D99F-43C4-9645-A24B6BB05EE5,"St. Louis","St. Louis",Missouri,63105,"2019-10-21 20:11:08"
8353,MO,3F4906A6-41ED-4CC6-B780-ABD60C5D8D03,"St. Louis","St. Louis city",Missouri,63105,"2019-10-21 20:14:05"
8354,MO,8F631627-5FF9-4919-8198-8E958F8416E7,"St. Louis","St. Louis",Missouri,63105,"2019-10-21 20:16:15"
8355,MO,631380AB-67A2-4F77-8B22-51143A44F7E6,"Kansas City",Other,Missouri,64112,"2019-10-22 21:44:30"
8356,NC,A859A849-9557-449A-B871-2CB2089CEDED,Fayetteville,Cumberland,"North Carolina",28302,"2020-10-15 21:45:46"
8357,MA,F1989A8E-1E8C-4527-86C8-F2C321F57182,Springfield,Hampden,Massachusetts,01111,"2019-04-17 19:35:18"
8358,MO,5937E492-6ACA-4312-B585-346D580D35F4,Springfield,Other,Missouri,65806,"2019-10-22 22:23:40"
8359,MO,B7B63B99-DF09-41A9-A013-089025A0BC84,Clayton,Other,Missouri,63105,"2019-10-22 22:26:15"
8360,MO,F36243F6-B7ED-4934-AC8B-0A200DE9DCD7,Clayton,Other,Missouri,63105,"2019-10-22 22:30:13"
8361,FL,B6500C74-9481-45B5-B570-BEA82B9591AC,"Green Cove Springs",Duval,Florida,32043,"2018-09-18 15:27:33"
8362,MO,704E9E04-9B96-4D20-B989-43200473548E,"Kansas CIty",Jackson,Missouri,64112,"2019-10-23 17:19:28"
8363,TX,C65748AE-4FA8-4263-A184-0C884F24319C,Denton,Denton,Texas,76205,"2018-05-08 04:20:55"
8364,MO,57AE9999-81EB-4EE6-8B24-D0283A27BE06,Clayton,"St. Louis city",Missouri,63105,"2019-10-23 17:47:58"
8365,NY,6F95CF07-BFCC-4F7C-8525-E5429692A02E,Middletown,Orange,"New York",10940,"2021-01-06 00:13:20"
8366,TN,47D78D24-B8D1-4B6D-8E86-090B4B338A68,"Memphis, TN 38103",Tipton,Tennessee,38103,"2018-08-13 13:59:03"
8367,IL,0CF5D868-3A9F-4FE2-B51D-207D982991F7,Schaumburg,Cook,Illinois,60193,"2018-11-05 14:12:15"
8368,SC,BE846745-D6FB-42C5-9338-950A427465BD,Columbia,Richland,"South Carolina",29290,"2017-11-10 19:20:02"
8369,WI,86FDE893-3939-4E80-A17E-9D710DE42EDB,Minneapolis,Other,Wisconsin,55408,"2020-04-16 05:06:20"
8370,MA,74078A83-87B0-4145-9E1A-2EA0A497A3CB,Springfield,Hampden,Massachusetts,01111,"2019-04-22 12:26:18"
8371,NC,6C072C78-CD47-48AE-8A0E-743FF54B4E9A,Cary,Wake,"North Carolina",27519,"2020-10-20 13:17:44"
8372,IL,29372A55-9C9E-49DD-9551-1271534B02C2,"Oak Brook",DuPage,Illinois,60523,"2018-11-08 03:43:52"
8373,NC,0E4099DE-DD52-4EE6-830E-4BEBCFDE4295,Raleigh,Wake,"North Carolina",27612,"2020-10-21 15:58:30"
8374,NC,DE7858E4-D0E8-4487-87B2-A8C2282E644A,APO,Wayne,"North Carolina",09464,"2020-10-21 16:03:02"
8375,NC,9328AC24-AB49-4CD8-8AB6-8CB465F7EFF6,Durham,Durham,"North Carolina",27713,"2020-10-21 16:03:21"
8376,NC,D8C18B51-3CDA-4DAF-A4F0-1CA0B501DAE0,Lincolnton,Lincoln,"North Carolina",28093,"2020-10-21 16:05:22"
8377,NC,562873FA-FC38-4549-A7DF-97ECA5C785A2,"Winston Salem",Forsyth,"North Carolina",27103,"2020-10-21 16:17:18"
8378,NC,6312EAEE-E611-4A08-ABD1-21DAC4C7E04C,Wilmington,"New Hanover","North Carolina",28401,"2020-10-21 16:18:47"
8379,MO,5483B299-5329-491A-829B-BC8C265090F8,Independence,Jackson,Missouri,64050,"2019-10-30 20:29:04"
8380,MO,D54F3A3B-01EC-412B-A34E-EC8D025F3A48,Camdenton,Camden,Missouri,65020,"2019-10-30 20:37:42"
8381,MO,A1C9F9EC-DC7F-42A2-A77D-C18A344B0074,"Kansas City",Jackson,Missouri,64111,"2019-10-30 20:38:28"
8382,NC,1D93A9D8-ECD1-4A4A-A17E-DCDFF809C982,RALEIGH,Wake,"North Carolina",27601,"2020-10-22 17:27:21"
8383,MO,AE96E175-C3EF-4117-96E1-B0B57CB57BE2,Independence,Jackson,Missouri,64050,"2019-10-31 15:43:04"
8384,MO,070AAAB7-0EF8-41C8-92E6-C67294072349,"Kansas City",Jackson,Missouri,64112,"2019-10-31 16:38:32"
8385,WI,E618472E-1D4B-4163-B090-6D91D27F897D,Milwaukee,Milwaukee,Wisconsin,53212,"2020-04-21 15:36:00"
8386,FL,A6D305A6-4FF5-4E1C-AE91-DF1001C6E788,Brandon,Holmes,Florida,33511,"2018-09-21 15:23:59"
8387,CA,F25C40CC-54D1-4C99-97FB-28DA1C0C3AD6,"San Francisco",Marin,California,94105,"2021-08-02 21:16:33"
8388,MO,38F2924F-03AE-40D0-AA46-F4F50479DAE0,"Overland Park",Jackson,Missouri,66211,"2019-11-04 18:29:43"
8389,WI,E2CE8EB0-F3BE-4F2B-94FF-99F167DFA69C,Milwaukee,Milwaukee,Wisconsin,53202,"2020-04-24 14:25:35"
8390,NC,252B0E32-CBB8-467F-BA17-C91DEB0FF789,Winston-Salem,Forsyth,"North Carolina",27104,"2020-10-27 12:51:07"
8391,NC,B4BA0186-AFEE-44F3-B965-4CCAB345C7E3,Raleigh,Wake,"North Carolina",27613,"2020-10-27 18:00:36"
8392,NC,838BBA35-CF15-46D8-8E19-5222A8E0B12D,Charlotte,Mecklenburg,"North Carolina",28246,"2020-10-28 16:34:04"
8393,MO,36F33915-3006-46D7-8019-63EC14157946,"Kansas City",Jackson,Missouri,64105,"2019-11-07 20:48:04"
8394,MO,F84DDCCF-EAED-4B4B-9312-373406AFDD80,"St. Louis","St. Louis city",Missouri,63102,"2019-11-07 20:48:28"
8395,MO,62802D85-198E-4E22-AFAB-5851ADFEF060,"St. Charles","St. Charles",Missouri,63301,"2019-11-07 21:10:59"
8396,MO,47B32041-7F53-4416-B595-91C5C942B6C4,"Jefferson City",Cole,Missouri,65101,"2019-11-07 21:25:35"
8397,MO,C121C8C7-7E05-4158-B591-2452FBE1B617,"Saint Louis","St. Louis",Missouri,63144,"2019-11-07 22:21:50"
8398,NY,A3C15F1A-5A30-4116-BA8C-25AD14976EB1,"New York","New York","New York",10024,"2021-01-15 22:53:34"
8399,NC,C1CBCCD2-258F-4D56-9F38-7F054E682C2D,Swannanoa,Buncombe,"North Carolina",28778,"2020-10-28 17:04:17"
8400,MO,A4CF27A0-4019-4E37-8A24-6DC177F8AC0F,"Kansas City",Jackson,Missouri,64111,"2019-11-08 16:53:52"
8401,NE,FC209074-1029-4581-BAD4-571535339890,LEWELLEN,Garden,Nebraska,69147,"2021-09-17 16:07:10"
8402,MA,E7A5E6C7-5BAE-42F4-8E02-3A63BE56FEAC,Springfield,Hampden,Massachusetts,01102,"2019-05-07 01:33:36"
8403,MO,0633BB2A-3C84-4C6F-A47E-CDABFD6B7E13,"St. Louis","St. Louis city",Missouri,63104,"2019-11-11 20:54:58"
8404,MO,92232A7E-7E31-4D99-9893-3066F55E9A56,Springfield,Greene,Missouri,65806,"2019-11-12 16:23:58"
8405,NE,C1ABB9FF-95E0-4632-85CE-2FC48EFD11DA,Elkhorn,Douglas,Nebraska,68102,"2021-09-23 13:26:36"
8406,NC,FC1A6E1F-8507-4272-9D76-E3D8201D0561,Washington,Union,"North Carolina",20006,"2020-11-01 04:53:13"
8407,WI,6C50C442-A12C-4076-B7B7-D089EC26D98B,Neenah,Winnebago,Wisconsin,54956,"2020-05-01 17:05:24"
8408,MO,1BD941FB-F323-4025-8439-64966F1EBA50,Springfield,Greene,Missouri,65804,"2019-11-14 16:42:57"
8409,MO,9749331D-54F9-4B6B-8D4E-100474AFCF0F,"Saint Louis","St. Louis city",Missouri,63101,"2019-11-14 16:47:34"
8410,MO,8F99FEBA-6A6E-4E42-8E7A-E54056A93757,"Prairie Village",Jackson,Missouri,66208,"2019-11-14 16:52:17"
8411,MO,625A2EF0-5A74-4C16-BCCD-168CF9013A47,"St. Louis","St. Louis",Missouri,63123,"2019-11-14 22:05:59"
8412,OK,0E385171-0879-40C8-930B-CF33CC924257,"Oklahoma City",Oklahoma,Oklahoma,73172,"2021-02-17 23:34:04"
8413,SC,C199BE1E-0387-405C-A569-8ACEDFD65778,Columbia,Richland,"South Carolina",29202,"2017-12-13 15:07:16"
8414,MO,0FF48DF2-C217-48A6-B47B-3F08EAFFFE0E,"St. Louis","St. Louis",Missouri,63104,"2019-11-18 09:42:55"
8415,SC,171A2939-3000-43EE-A4EE-335EEBDEB11D,Lexington,Lexington,"South Carolina",29072,"2017-12-13 23:25:42"
8416,MA,2B29965C-BF13-410E-A673-59D30683FDFB,Rockland,Plymouth,Massachusetts,02370,"2019-05-12 20:43:09"
8417,GA,98CBA830-0B8E-4BE3-9368-9E3E91732863,brookhaven,DeKalb,Georgia,30319,"2021-03-08 14:01:09"
8418,FL,F1027994-8994-4D0F-80C3-1C58372B7E23,Miami,Miami-Dade,Florida,33155,"2018-09-28 12:52:22"
8419,NE,C9BB6AEC-BCB0-4429-B086-9A510ECA6E97,Lincoln,Lancaster,Nebraska,68508,"2021-10-12 21:44:12"
8420,MO,CD9A0376-A9DF-4A07-B375-C6099A4BBA74,Springfield,Greene,Missouri,65802,"2019-11-21 19:06:54"
8421,TN,0378A8FC-C44D-4CC8-AD99-64DCBC7B25EA,Knoxville,Knox,Tennessee,37902,"2018-09-10 20:10:35"
8422,NY,C15C3B92-85F0-4F93-BC0E-D1CAD9402BB8,"New York","New York","New York",10022,"2021-01-28 06:24:48"
8423,MO,B81EE56E-689D-4770-8728-ABE1CF1C1236,Oakland,Other,Missouri,94606,"2019-11-22 20:17:53"
8424,AZ,A6C3AB42-B096-44D8-B36D-FEBD20E27494,"Paradise valley",Maricopa,Arizona,85253,"2021-04-27 03:04:07"
8425,IL,E01FCBF4-D09B-4883-8489-9738625643BD,Newton,Cook,Illinois,02460,"2018-11-22 19:05:48"
8426,NE,E53F2B27-69F3-42FB-A097-84BC32BDBE25,Lincoln,Lancaster,Nebraska,68508,"2021-11-04 02:17:59"
8427,FL,6FF9B421-C312-4E4C-8A5D-00993F5D606D,"Miami Lakes",Miami-Dade,Florida,33014,"2018-10-02 17:54:46"
8428,FL,37AE424B-30A0-4803-B7F6-65EDF314D4E4,Melbourne,Brevard,Florida,32940,"2018-10-02 17:56:10"
8429,MA,4B8D7128-2E0C-444B-A227-0DD604A87F23,Springfield,Hampden,Massachusetts,01111,"2019-05-21 18:22:59"
8430,FL,95EE858D-99DF-4598-BFDC-87E9EBC4B29C,Maitland,Orange,Florida,32751,"2018-10-02 18:08:49"
8431,FL,74F5D135-F00C-42BF-98DD-0FCF09929782,Tampa,Hillsborough,Florida,33607,"2018-10-02 18:09:51"
8432,FL,277D3AAD-7628-46F6-90A8-1BD23478CB09,Miami,Miami-Dade,Florida,33185,"2018-10-02 18:40:46"
8433,FL,0BD358AE-C623-435C-B2C7-C1BF8FD6CACE,McLean,Other,Florida,22102,"2018-10-02 18:43:37"
8434,FL,72AE7026-C42B-416E-A16E-61FEDAF51BE0,"Palm Beach Gardens","Palm Beach",Florida,33410,"2018-10-02 18:53:21"
8435,FL,1B10512A-5AD0-47FB-8D27-7D95C8359250,Lakeland,Polk,Florida,33801,"2018-10-02 18:56:22"
8436,FL,94048B4A-0024-4285-80CA-6792DE4649DA,Sarasota,Sarasota,Florida,34232,"2018-10-02 18:58:26"
8437,TX,783453F4-C1AF-43B7-96D9-8F8F8B55502C,"Fort Worth",Tarrant,Texas,76116,"2018-05-20 20:27:26"
8438,FL,93F415E9-ABEA-4929-9446-F859825D57C4,"Land O Lakes",Pasco,Florida,34638,"2018-10-02 19:14:07"
8439,FL,AC2C516A-DA7E-40E6-984C-BB91584A2592,Sarasota,Sarasota,Florida,34236,"2018-10-02 19:23:18"
8440,FL,905A71B9-5F83-4BD4-AB15-94117739B01A,Miami,Miami-Dade,Florida,33134,"2018-10-02 19:40:27"
8441,FL,CB3C9119-69B8-431B-9EDC-0F7E7ADF0ADD,Jacksonville,Duval,Florida,32216,"2018-10-02 19:41:12"
8442,FL,D1E41D72-C237-421E-9D7F-8F135507B250,Jacksonville,Duval,Florida,32216,"2018-10-02 20:02:15"
8443,FL,0AF233C7-8FF4-4FD4-BB7B-97357EDB4D58,Jacksonville,Duval,Florida,32257,"2018-10-02 20:03:23"
8444,FL,885756B4-E94B-4717-AA00-B41F633014F8,"Palm Bay",Brevard,Florida,32907,"2018-10-02 20:18:20"
8445,FL,B94C203E-C716-4365-8D08-93B3F0E8A567,"Boca Raton","Palm Beach",Florida,33431,"2018-10-02 20:21:08"
8446,TN,FAC06DF4-57E6-4ECB-86BB-EFD695D78EB7,Memphis,Shelby,Tennessee,38197,"2018-09-19 19:22:43"
8447,FL,E053A07E-4034-4ACA-93C9-D636D5176384,Orlando,Orange,Florida,32803,"2018-10-02 20:22:15"
8448,FL,A8EBA47C-1C69-4917-927B-CF1BFA4A2B5B,WINCHESTER,Broward,Florida,22601,"2018-10-02 20:23:44"
8449,FL,55890748-C5F1-4787-9A96-9F22EAC0CEA0,"Fort Lauderdale",Broward,Florida,33316,"2018-10-02 20:35:13"
8450,FL,7BEDB15A-249E-415F-9A64-81A11C2827DE,"CORAL SPRINGS",Broward,Florida,33076,"2018-10-02 20:40:49"
8451,FL,8491DFDD-6A5B-4A7E-984C-E58D532050AD,Gainesville,Alachua,Florida,32606,"2018-10-02 20:43:34"
8452,FL,89B5D64A-E6BA-4DBB-8F5D-99ADF96E0B88,Ocala,Marion,Florida,34471,"2018-10-02 20:57:57"
8453,TN,7853C7F6-18F1-4575-B547-96A9126044CD,Memphis,Shelby,Tennessee,38197,"2018-09-19 20:56:48"
8454,FL,F86F60F3-45F5-41B2-9A66-C208A29EE962,"Coral Gables",Miami-Dade,Florida,33146,"2018-10-02 21:07:15"
8455,FL,295BB0B3-C9E8-48C2-8561-1F5544A95577,Pensacola,Escambia,Florida,32502,"2018-10-02 21:07:45"
8456,FL,EAA2DAA1-A362-4EBD-A3AD-6E1FA74B949B,Tallahassee,Leon,Florida,32303,"2018-10-02 21:20:05"
8457,FL,9AD87402-F1CB-4CFF-AA69-4CB8BC0ADC6E,Miami,Miami-Dade,Florida,33186,"2018-10-02 21:30:38"
8458,FL,553FFCED-DD34-4C60-89CB-ED6709B1E6F1,"Fort Lauderdale",Broward,Florida,33301,"2018-10-02 21:33:34"
8459,FL,C79059CE-0CF2-4EBC-9D6F-05CFBEAB98B5,AVENTURA,Miami-Dade,Florida,33180,"2018-10-02 21:33:53"
8460,FL,D4A4DE3B-DF09-40E6-915D-5B39643258C2,Lakeland,Polk,Florida,33803,"2018-10-02 21:41:43"
8461,FL,ADA52F60-CA3C-408F-BB5B-49780449DFDE,"boca raton","Palm Beach",Florida,33487,"2018-10-02 22:21:18"
8462,NE,923870EF-3F89-4C55-B225-9D16919E4D3D,Lincoln,Lancaster,Nebraska,68506,"2021-11-10 16:57:53"
8463,FL,70406246-346F-4E09-8D5E-057D79576390,"St Petersburg",Pinellas,Florida,33734,"2018-10-02 22:28:11"
8464,TN,577865BC-3A00-4062-81B8-939B94451628,Memphis,Shelby,Tennessee,38197,"2018-09-19 23:23:04"
8465,FL,A85BD346-CB9C-4500-AB8C-E187B8BF6579,Tampa,Hillsborough,Florida,33606,"2018-10-02 22:33:44"
8466,FL,63A78E20-A5DE-43DB-AEC0-B506F81FF6E3,Jacksonville,Duval,Florida,32260,"2018-10-02 22:38:45"
8467,FL,F82607F9-5A0F-4DAF-BDA6-D0C8EA516436,"Coral Gables",Miami-Dade,Florida,33134,"2018-10-02 23:01:26"
8468,FL,D91A0379-B4CC-422F-8202-341B22A5993C,"saint cloud",Osceola,Florida,34772,"2018-10-02 23:51:29"
8469,FL,275B1321-6546-4610-BB22-C2FB921E828C,"las vegas",Other,Florida,89128,"2018-10-02 23:51:42"
8470,FL,2F283BC0-A126-4099-BA50-ED303EA81D0D,Jacksonville,Duval,Florida,32210,"2018-10-03 00:08:15"
8471,FL,C2DC74D3-106C-4617-AA4D-9CC42EB1BD9E,"N miami",Miami-Dade,Florida,33161,"2018-10-03 00:11:51"
8472,NE,374DC0BD-3A84-48B4-B9FD-34ED2EE921E7,Lincoln,Lancaster,Nebraska,68526,"2021-11-11 18:52:57"
8473,FL,0FB94ECF-22F0-48DA-9F86-21C34276E08C,Miami,Miami-Dade,Florida,33186,"2018-10-03 00:25:25"
8474,FL,8B055640-7263-4881-A027-04126F02E785,Tampa,Miami-Dade,Florida,33607,"2018-10-03 01:13:29"
8475,FL,0C4E859C-FDFC-46E5-8B9A-9B74B30FE27C,Herndon,Miami-Dade,Florida,20170,"2018-10-03 01:15:42"
8476,FL,296DF18D-C333-44D0-ADF2-75B3D53A7676,BRADENTON,Manatee,Florida,34205,"2018-10-03 01:18:35"
8477,FL,F9EBA6D7-C813-48B4-BFBB-6CB5A523C4AD,Miami,Miami-Dade,Florida,33161,"2018-10-03 01:41:55"
8478,FL,910006F5-E92D-4615-B79A-E695E7D0F78E,"Coral Springs",Broward,Florida,33065,"2018-10-03 01:48:11"
